loc	Mono	CD4	CD8	Nkcell	Bcell	Ery
chr3:189949726-189949926	3.990511400102413	-0.08770012259747424	-0.5645969505561204	-0.5915790981604853	0.03443183847637748	0.016603024830728556
chr1:116270655-116270855	3.8161772215330925	-0.45769993081931243	-0.6449918630298981	-0.14000833114850636	-0.4482814050006307	-0.8867699899447348
chr8:18985724-18985924	3.5696950299012276	-0.6712436210819568	-0.5609209105202756	-0.8140883835008824	-0.6804101143914513	-0.3892115528604024
chr17:75096205-75096405	3.6311751224098434	-0.6243786341894456	-0.32784501503848323	-0.6546649966834798	-0.7425994014926894	-0.636713914059678
chr17:19301679-19301879	3.445713444814387	-0.7381795195457266	-0.7062156086066741	-1.072413664003471	-0.811398397340436	-0.5184355078520221
chr21:43099258-43099458	4.0858247755356665	-0.4634382140923536	-0.1825503169520847	-0.3794286663348974	-0.5674084799316365	0.1216141576311573
chr1:183333223-183333423	3.7910215167848973	-0.5850834833374371	-0.6258206961328965	-0.17383043084049393	-0.37115136117394654	-0.660926736250869
chr4:57824478-57824678	3.9568478063322754	-0.7143412173789289	-0.8943733891316081	-0.00856979997094166	-0.13809211227982957	-0.7442787615458879
chr10:70825804-70826004	3.9452445796794473	-0.23660543206497017	-0.020991583352358335	-0.27924782945854304	-0.12166504437042786	-0.10422909606270854
chr12:121582342-121582542	3.827885513001426	-0.6712436210819568	-0.8537706810153389	-0.1758243263106976	-0.14311380349717281	-0.32004248795915985
chr6:14666176-14666376	4.096546718124473	-0.012089195255012855	0.12430311473404006	-0.29905096694100697	0.12512586467884765	-0.2925922541581562
chr1:221271161-221271361	3.318754136631751	-1.1097268842998127	-1.020496920321005	-0.6546649966834798	-1.096128842723729	-0.8034179646497159
chr1:33804605-33804805	3.8190290351720693	-0.7756004888743678	-0.4347973793308786	-0.15691938099450006	-1.0402026579005417	-0.4134243750515933
chr15:33447113-33447313	4.080029347692718	-0.3174696502305078	-0.3842801212764884	0.10268484269925687	-0.32633687528578753	-0.36755244535499243
chr2:119712362-119712562	3.400914541102953	-0.7756004888743678	-0.6538696136216094	-0.9253430261710812	-0.6668124750719225	-0.57757471095585
chr8:134657539-134657739	4.371571110926452	0.30007307952700124	0.06508997296263594	0.38899497884168377	-0.7605860499818595	-0.57757471095585
chr9:136727904-136728104	4.050451295978805	-0.2925687839814271	-1.1989664464954666	-0.20014907325582137	0.06725753734578399	-0.3892115528604024
chr6:11350605-11350805	4.42285369421939	0.009874925388417412	0.015522013510969962	0.4393939271255318	0.4101348671291312	-0.3300723497565744
chr18:60903745-60903945	3.9444316645275466	-0.04118078824488683	-0.4539685462278802	-0.4906833090050958	-0.9600267223101334	-0.6150548065542683
chr11:21647643-21647843	3.9915293191726504	-0.6089217855042348	-0.1843790538827593	-0.2499840306275364	0.005068250244545809	-0.23345305105432818
chr18:28786799-28786999	3.9544447558884306	-0.38782728674989253	-0.17827933882444666	-0.34148672590381113	-0.04102031754699235	-0.5833658372514438
chr1:59833530-59833730	3.93122107032958	-0.9048582229158598	-0.8205958529272759	-0.21416803546534502	-0.16745570051166156	-0.06674900046429036
chr16:55478753-55478953	3.736746060697068	-0.26150629831405087	-0.8729418479123404	-1.0262388153264705	-1.1532042923603565	-1.0884004214474097
chr10:105404978-105405178	3.697671973844656	-0.4883390803414343	-0.4698009443496161	-0.30399001882689	-0.6581025061341066	-0.6017875331470409
chr20:4301064-4301264	3.38641135138769	-1.056080077600782	-0.6206947855335464	-0.8602632321778833	-1.0859933140417752	-0.8034179646497159
chr9:132106237-132106437	3.945106776121459	-0.6463427548328761	-0.4754000874471479	-0.5915790981604853	-0.06573885954724067	-0.20924022886313728
chr5:149868168-149868368	4.138730973407377	-0.5850834833374371	-0.08815174328724547	0.1274270320676035	-0.15238736478544226	-0.7442787615458879
chr9:97411528-97411728	3.7845945867131494	-0.6243786341894456	-0.5402998730597689	-0.23107908531133903	-0.39345896943129116	-0.7717289953468915
chr4:88772551-88772751	3.9393460248111665	-0.6515960456559524	-0.20867613137911076	-0.0794868380162891	-0.42737545764743884	-1.0292612183435816
chr4:190488157-190488357	3.4015358179193322	-1.1097268842998127	-0.8729418479123404	-1.4712573860072649	-0.618220827290213	-1.0884004214474097
chr13:49357468-49357668	3.868142603048103	-0.438052355393308	-0.8729418479123404	-0.1536098509348073	-0.7425994014926894	-0.43508348255700313
chr18:3747441-3747641	3.302919093413754	-0.7756004888743678	-1.1466204515104021	-0.7848245846698758	-1.1289545415931357	-0.720065939354697
chr13:99964851-99965051	4.305276970601464	0.2790172874787902	0.12631371853941187	-0.23107908531133903	0.20335965775937948	-0.020877070767689628
chr22:35998320-35998520	3.717486632946778	-0.5850834833374371	-0.4539685462278802	-0.31012477273485156	-0.31830472505822577	-0.32168051565839156
chr19:54828429-54828629	3.4583689146252983	-0.851211416216829	-0.7991643117080081	-0.702833740830684	-0.5736715822096874	-0.6525349021526863
chr15:39619309-39619509	3.599017705751968	-0.5510842520644106	-0.8943733891316081	-0.8638702720933883	-1.0159529071333209	-0.43508348255700313
chr5:79422954-79423154	3.9606158800371536	-0.19499373599553546	-0.5277460824322125	-0.07654168160060974	-0.6874660943659384	-1.0884004214474097
chr18:18743956-18744156	3.7737538739460743	-0.9048582229158598	-0.27549902005341864	-0.6377539468374859	-0.7097737026232829	-0.9459091930485628
chr20:57266852-57267052	4.232808844000808	-0.15421268491598963	0.12430311473404006	-0.4366773208057425	-0.2476316361020695	0.18075336073498532
chr11:65543757-65543957	3.7960097970663482	-0.8761122824659098	-0.6421263267528142	-0.25739772772666647	-0.30652270338040777	-0.636713914059678
chr20:2191875-2192075	3.6344127915593534	-0.4195099728054926	-0.5188683318405011	-0.8140883835008824	-0.43933850974560235	-0.983389288646981
chr5:82608589-82608789	3.741761469759881	-0.6932077417253873	-0.42591962873916717	-0.3254226781355438	-1.0859933140417752	-0.8867699899447348
chr8:139204281-139204481	4.110630524932046	-0.7339887928049331	0.03797178790215133	-0.5726741528442878	-0.8599900451221455	-0.5100436737538394
chr16:31140200-31140400	4.790373838435697	-0.5170850207913843	-0.6870444417096725	-0.2714166899361903	-0.16745570051166156	0.7157918934177359
chr11:66738369-66738569	3.8098124168460026	-1.143726115572839	-0.364695883162391	-0.2681740236646988	-0.7097737026232829	-0.57757471095585
chr3:12723428-12723628	4.167721036536521	-0.4414740934489232	-0.32784501503848323	0.07214210067708186	-0.31830472505822577	-0.5559156034504402
chr11:30508811-30509011	4.4993107020494305	-0.2925687839814271	0.13886750916696827	0.40312129859345597	0.2736165278416847	-0.32004248795915985
chr1:117080146-117080346	4.147835628717603	-0.4883390803414343	-0.5277460824322125	-0.478330560020083	0.04494992908843936	-0.636713914059678
chr5:171558331-171558531	3.853602839601416	-0.3802148219534839	-0.8205958529272759	-0.2499840306275364	-0.41144561792046125	-0.720065939354697
chr9:136721297-136721497	3.8733481178497495	-0.746854548424418	-0.7682498579422112	-0.8433521823318892	-0.30652270338040777	-0.23345305105432818
chr6:12208552-12208752	4.413913722733518	-0.4467273842719996	-0.2946701869504201	-0.32040644109729266	-0.07260460535569147	0.3058242171302431
chr17:76538003-76538203	3.2602046041471873	-1.185337811642274	-1.1989664464954666	-0.8499043786630737	-0.8735876844416743	-0.9459091930485628
chr1:212659236-212659436	4.471504030563434	-0.6712436210819568	-0.41336583811161076	-0.15691938099450006	0.3612646622804311	0.051529405743365675
chr19:8749896-8750096	3.7388936199474534	-0.851211416216829	-1.3988675138891962	-0.396339716180891	-0.8407619855722678	-0.3759442794531751
chr17:19289831-19290031	4.346072502708567	0.15405898288702707	-0.21346477071788122	0.2308505352154494	0.16808709223020799	-0.1850274066719464
chr16:88665752-88665952	3.8414422940410584	-0.9804691502583208	-1.0728429153060697	-0.2792478294585432	-0.4814860248289154	-0.9459091930485628
chr12:2404040-2404240	4.378825382963759	0.17991371050945532	0.25704402219288236	0.07794265333091023	-0.510849613060747	-0.8034179646497159
chr10:98140740-98140940	4.032415346344337	-0.5510842520644107	-0.09476911955669066	-0.3228949641430874	-0.10526641341042305	-0.11002022235830211
chr3:194247970-194248170	3.633233300033323	-0.5759851183134914	-0.8729418479123404	-0.6839287955144865	-0.4942885243157152	-0.7575460349531151
chr5:82664257-82664457	4.294024876475398	-0.1991844627363289	-0.14377634576648973	-0.15691938099449992	-0.04160642990249457	0.16333298873139618
chr8:59085511-59085711	4.704173990158016	0.016656745194936855	0.1360464016028354	0.5711666595572297	-0.1216650443704282	-0.3058595275653835
chr9:134573823-134574023	4.322752771675966	0.18669553031597474	-0.20172148384908617	0.15075919900413123	0.05508545777039353	-0.31680507634934707
chr5:1477541-1477741	4.602746184131815	-0.8292472955733985	-0.4754000874471479	-0.2499840306275364	0.46618757682048456	-0.3892115528604024
chr15:51869241-51869441	3.0657679565882003	-1.3145955456837655	-1.0728429153060697	-1.3600027433370665	-1.5661220290521585	-1.0884004214474097
chr17:8825831-8826031	4.039734044659391	-0.9268223435592902	-0.09989503015604081	-0.2792478294585432	-1.2791708840919984	-0.7717289953468915
chr3:48596205-48596405	4.776713759265759	-0.39986239737948837	0.13886750916696827	0.46309046770607354	0.542581024312675	0.6362119260380071
chr11:35954334-35954534	3.756657098105174	-0.6047310587634414	-0.8943733891316081	-0.3859808626660819	-0.6996381739413291	-0.9459091930485628
chr11:129994083-129994283	4.667570610969469	-0.22899296726856186	-0.34701618193548467	0.015351382383506607	0.5172275242916066	0.48994863972387004
chr15:99442928-99443128	3.813341854911688	-0.4218265180229189	-0.8205958529272759	-0.3423337279815377	-0.6445048668145779	-0.57757471095585
chr21:42738619-42738819	4.3432346099628525	0.18574166894262706	-0.4347973793308785	-0.4753854036044037	-0.3860921178993925	0.1590942532295755
chr13:43294679-43294879	3.7275087027212876	-0.7381795195457266	-0.6206947855335464	-0.6377539468374859	-0.43067367747033874	-1.0884004214474097
chr17:72782555-72782755	4.180053009864713	-0.3371172256565121	0.019611124763910814	-0.46141951017408916	-0.17874049400705547	-0.3892115528604024
chr5:175116481-175116681	3.840683014269186	-0.9048582229158598	-0.36284858005722076	-0.3254226781355438	-1.091015005259118	-0.32004248795915985
chr18:55981625-55981825	3.9200745505614076	-0.5223383116144609	-0.2423241919653556	-0.6273950933226764	-0.5560315401889745	-0.9459091930485628
chr17:514583-514783	3.831538609559754	-1.4438532797252575	-0.7468183167229434	-0.608490148006479	-0.33126968233005266	-0.7575460349531151
chr11:121758391-121758591	3.8016028980304557	-0.7756004888743678	-1.272743982699799	-0.8602632321778833	-0.36285397013875176	-0.8867699899447348
chr20:39190822-39191022	3.932043408776402	-0.6047310587634414	-0.6538696136216094	-0.23891022483369195	-0.3848830213291054	-0.4186289919947556
chr14:69480798-69480998	4.387427812039467	0.2108665346083091	-0.32784501503848323	-0.11074453231749942	-0.14311380349717281	-0.28420042005997354
chr7:72276605-72276805	3.34649123862961	-1.0341159569573515	-0.8448929304236275	-0.8309994333468764	-0.8599900451221456	-0.983389288646981
chr9:130281704-130281904	4.445787597812077	-0.5759851183134914	0.25042664592343716	0.26505338593233907	0.2302763793314465	-0.11841205645648491
chr19:54327513-54327713	3.7960588658905143	-1.2389846183413045	-0.48714337431594307	-0.39633971618089114	-1.1532042923603565	-0.40339451325417874
chr6:151362133-151362333	4.494017175974936	-0.746854548424418	-0.8729418479123404	0.2897955753006857	-0.5185382750829363	-0.2683794319669653
chr2:28940382-28940582	4.010311467541926	-0.9048582229158598	-1.0728429153060697	-0.19526309014914764	-0.2771591151485761	-0.720065939354697
chr20:39126676-39126876	4.063752855264784	-0.9804691502583208	-0.9467193841166728	-0.16347157732568451	-1.2893064127739522	-0.7575460349531151
chr20:1927329-1927529	3.5195293351861245	-1.1097268842998127	-0.7468183167229434	-1.1374934579966691	-0.7097737026232829	-1.0884004214474097
chr1:180100674-180100874	4.688487003232488	-0.746854548424418	0.449990442056587	-0.3254226781355438	-0.19596043961289356	-0.10422909606270854
chr17:942817-943017	4.374136447386788	-0.49512090014795374	-1.1060177433941327	-0.3209010686728838	-0.2897340145228305	0.1216141576311573
chr5:169734704-169734904	4.7209301482239	-0.3462155906804578	-0.7468183167229434	-0.8960792273400745	0.43130506918888556	0.45624060204074224
chr12:32638737-32638937	4.050979974150894	-0.2709503158779207	-0.4539685462278802	-0.28707896898089613	-0.21826804787023818	-0.32168051565839156
chr21:39661761-39661961	4.42723826237259	-1.0144683815313473	-0.8537706810153389	0.0759487578607067	0.15795156354825415	-0.09419923426529402
chr2:228235467-228235667	4.0934362106344055	-0.4195099728054926	-0.5203182024040062	-0.3443276234517412	-0.24763163610206987	-0.1850274066719464
chr2:58335145-58335345	4.051643975622759	-0.31221635940743125	-0.6538696136216094	-0.22855137131888253	-0.2612292754215985	-0.32168051565839156
chr7:101708052-101708252	4.700977438613931	-0.5926959481338454	-0.3927448006511041	0.1687172004453159	-0.07870381681906752	0.4198638878360784
chr2:21479017-21479217	4.466145102979595	-0.6266951794068719	-1.020496920321005	-0.4263184672909331	-0.2209350186750838	0.16657040034120896
chr1:206638043-206638243	4.086248844032227	-0.21695785663896588	-0.280105792517492	-0.5915790981604853	-0.5211490325573758	-0.5559156034504402
chr12:29395014-29395214	4.913904989877086	0.4633300448415194	0.6100993050928083	0.06558990434589713	-0.09230145613859653	0.17289617294228013
chr20:23133020-23133220	4.354747221848574	-0.4754733247219496	-0.26662126946170717	-0.31316431699286057	0.05006376655305028	-0.14170919166112672
chr3:50664912-50665112	4.843035050668766	-0.27060466333799654	-0.673040780518611	0.5050300701029862	-0.8599900451221456	0.532133091382359
chr1:118581915-118582115	4.004747178954702	-0.7756004888743678	-0.7799931448110066	-0.7848245846698758	-0.41144561792046125	-0.31680507634934707
chr19:50019167-50019367	4.503329344650591	-1.0341159569573515	-0.8729418479123404	-0.6377539468374859	-0.37423090988141333	0.18075336073498532
chr10:23932401-23932601	4.049517929653378	-0.5291201314209802	-0.27549902005341864	-0.9253430261710812	-0.8306264568903138	-0.40339451325417874
chr15:90364547-90364747	4.382127517288038	-0.5926959481338454	-0.6449918630298981	-0.08761548739445434	0.044949929088439707	-0.4725635781554213
chr3:40341369-40341569	4.068301599670328	-0.6463427548328761	-0.9990653791017374	-0.6735699419996771	-0.48723254434122815	-0.27093314665274637
chr5:139701456-139701656	4.754170400275834	-0.3802148219534839	0.4031492240380418	0.15134821442205207	-0.2510937467396447	0.23989256383881333
chr6:149580975-149581175	4.431218701085942	-0.39308057757296877	-0.36844772315475255	-0.4256035150118979	-0.18105333983119024	0.07574222793455657
