Motif	Factor	Evidence	Curated
MA0004.1_Arnt	Arnt	SELEX	Y
MA0006.1_Ahr::Arnt	Ahr	SELEX	Y
MA0006.1_Ahr::Arnt	Arnt	SELEX	Y
MA0019.1_Ddit3::Cebpa	Ddit3	SELEX	Y
MA0019.1_Ddit3::Cebpa	Cebpa	SELEX	Y
MA0025.1_NFIL3	NFIL3	SELEX	Y
MA0029.1_Mecom	Mecom	SELEX	Y
MA0030.1_FOXF2	FOXF2	SELEX	Y
MA0031.1_FOXD1	FOXD1	SELEX	Y
MA0038.1_Gfi1	Gfi1	SELEX	Y
MA0040.1_Foxq1	Foxq1	SELEX	Y
MA0041.1_Foxd3	Foxd3	SELEX	Y
MA0051.1_IRF2	IRF2	SELEX	Y
MA0056.1_MZF1	MZF1	SELEX	Y
MA0057.1_MZF1(var.2)	MZF1	SELEX	Y
MA0059.1_MAX::MYC	MAX	SELEX	Y
MA0059.1_MAX::MYC	MYC	SELEX	Y
MA0063.1_Nkx2-5	Nkx2-5	SELEX	Y
MA0066.1_PPARG	PPARG	SELEX	Y
MA0067.1_Pax2	Pax2	SELEX	Y
MA0069.1_Pax6	Pax6	SELEX	Y
MA0070.1_PBX1	PBX1	SELEX	Y
MA0071.1_RORA	RORA	SELEX	Y
MA0072.1_RORA(var.2)	RORA	SELEX	Y
MA0073.1_RREB1	RREB1	SELEX	Y
MA0074.1_RXRA::VDR	RXRA	SELEX	Y
MA0074.1_RXRA::VDR	VDR	SELEX	Y
MA0077.1_SOX9	SOX9	SELEX	Y
MA0078.1_Sox17	Sox17	SELEX	Y
MA0081.1_SPIB	SPIB	SELEX	Y
MA0084.1_SRY	SRY	SELEX	Y
MA0087.1_Sox5	Sox5	SELEX	Y
MA0089.1_MAFG::NFE2L1	MAFG	SELEX	Y
MA0089.1_MAFG::NFE2L1	NFE2L1	SELEX	Y
MA0091.1_TAL1::TCF3	TAL1	SELEX	Y
MA0091.1_TAL1::TCF3	TCF3	SELEX	Y
MA0092.1_Hand1::Tcf3	Hand1	SELEX	Y
MA0092.1_Hand1::Tcf3	Tcf3	SELEX	Y
MA0101.1_REL	REL	SELEX	Y
MA0107.1_RELA	RELA	SELEX	Y
MA0108.2_TBP	TBP	Unknown	Y
MA0109.1_HLTF	HLTF	SELEX	Y
MA0111.1_Spz1	Spz1	SELEX	Y
MA0115.1_NR1H2::RXRA	NR1H2	SELEX	Y
MA0115.1_NR1H2::RXRA	RXRA	SELEX	Y
MA0116.1_Znf423	Znf423	SELEX	Y
MA0119.1_NFIC::TLX1	NFIC	SELEX	Y
MA0119.1_NFIC::TLX1	TLX1	SELEX	Y
MA0125.1_Nobox	Nobox	SELEX	Y
MA0130.1_ZNF354C	ZNF354C	SELEX	Y
MA0135.1_Lhx3	Lhx3	SELEX	Y
MA0139.1_CTCF	CTCF	ChIP-seq	Y
MA0142.1_Pou5f1::Sox2	Pou5f1	ChIP-seq	Y
MA0142.1_Pou5f1::Sox2	Sox2	ChIP-seq	Y
MA0149.1_EWSR1-FLI1	EWSR1-FLI1	ChIP-seq	Y
MA0062.2_Gabpa	Gabpa	ChIP-seq	Y
MA0138.2_REST	REST	ChIP-seq	Y
MA0002.2_RUNX1	RUNX1	ChIP-seq	Y
MA0047.2_Foxa2	Foxa2	ChIP-seq	Y
MA0065.2_Pparg::Rxra	Pparg	ChIP-seq	Y
MA0065.2_Pparg::Rxra	Rxra	ChIP-seq	Y
MA0151.1_Arid3a	Arid3a	SELEX	Y
MA0152.1_NFATC2	NFATC2	COMPILED	Y
MA0155.1_INSM1	INSM1	COMPILED	Y
MA0158.1_HOXA5	HOXA5	COMPILED	Y
MA0159.1_RARA::RXRA	RARA	COMPILED	Y
MA0159.1_RARA::RXRA	RXRA	COMPILED	Y
MA0160.1_NR4A2	NR4A2	COMPILED	Y
MA0163.1_PLAG1	PLAG1	bacterial 1-hybrid	Y
MA0164.1_Nr2e3	Nr2e3	SELEX	Y
MA0259.1_ARNT::HIF1A	ARNT	COMPILED	Y
MA0259.1_ARNT::HIF1A	HIF1A	COMPILED	Y
MA0146.2_Zfx	Zfx	ChIP-seq	Y
MA0519.1_Stat5a::Stat5b	Stat5a	ChIP-seq	Y
MA0519.1_Stat5a::Stat5b	Stat5b	ChIP-seq	Y
MA0518.1_Stat4	Stat4	ChIP-seq	Y
MA0517.1_STAT1::STAT2	STAT1	ChIP-seq	Y
MA0517.1_STAT1::STAT2	STAT2	ChIP-seq	Y
MA0516.1_SP2	SP2	ChIP-seq	Y
MA0515.1_Sox6	Sox6	ChIP-seq	Y
MA0514.1_Sox3	Sox3	ChIP-seq	Y
MA0513.1_SMAD2::SMAD3::SMAD4	SMAD2	ChIP-seq	Y
MA0513.1_SMAD2::SMAD3::SMAD4	SMAD3	ChIP-seq	Y
MA0513.1_SMAD2::SMAD3::SMAD4	SMAD4	ChIP-seq	Y
MA0509.1_Rfx1	Rfx1	ChIP-seq	Y
MA0507.1_POU2F2	POU2F2	ChIP-seq	Y
MA0506.1_NRF1	NRF1	ChIP-seq	Y
MA0505.1_Nr5a2	Nr5a2	ChIP-seq	Y
MA0504.1_NR2C2	NR2C2	ChIP-seq	Y
MA0503.1_Nkx2-5(var.2)	Nkx2-5	ChIP-seq	Y
MA0502.1_NFYB	NFYB	ChIP-seq	Y
MA0501.1_MAF::NFE2	MAF	ChIP-seq	Y
MA0501.1_MAF::NFE2	NFE2	ChIP-seq	Y
MA0500.1_Myog	Myog	ChIP-seq	Y
MA0499.1_Myod1	Myod1	ChIP-seq	Y
MA0497.1_MEF2C	MEF2C	ChIP-seq	Y
MA0494.1_Nr1h3::Rxra	Nr1h3	ChIP-seq	Y
MA0494.1_Nr1h3::Rxra	Rxra	ChIP-seq	Y
MA0493.1_Klf1	Klf1	ChIP-seq	Y
MA0492.1_JUND(var.2)	JUND	ChIP-seq	Y
MA0491.1_JUND	JUND	ChIP-seq	Y
MA0490.1_JUNB	JUNB	ChIP-seq	Y
MA0489.1_JUN(var.2)	JUN	ChIP-seq	Y
MA0488.1_JUN	JUN	ChIP-seq	Y
MA0485.1_Hoxc9	Hoxc9	ChIP-seq	Y
MA0484.1_HNF4G	HNF4G	ChIP-seq	Y
MA0483.1_Gfi1b	Gfi1b	ChIP-seq	Y
MA0482.1_Gata4	Gata4	ChIP-seq	Y
MA0480.1_Foxo1	Foxo1	ChIP-seq	Y
MA0479.1_FOXH1	FOXH1	ChIP-seq	Y
MA0478.1_FOSL2	FOSL2	ChIP-seq	Y
MA0477.1_FOSL1	FOSL1	ChIP-seq	Y
MA0476.1_FOS	FOS	ChIP-seq	Y
MA0471.1_E2F6	E2F6	ChIP-seq	Y
MA0470.1_E2F4	E2F4	ChIP-seq	Y
MA0468.1_DUX4	DUX4	ChIP-seq	Y
MA0467.1_Crx	Crx	ChIP-seq	Y
MA0465.1_CDX2	CDX2	ChIP-seq	Y
MA0463.1_Bcl6	Bcl6	ChIP-seq	Y
MA0462.1_BATF::JUN	BATF	ChIP-seq	Y
MA0462.1_BATF::JUN	JUN	ChIP-seq	Y
MA0520.1_Stat6	Stat6	ChIP-seq	Y
MA0521.1_Tcf12	Tcf12	ChIP-seq	Y
MA0523.1_TCF7L2	TCF7L2	ChIP-seq	Y
MA0527.1_ZBTB33	ZBTB33	ChIP-seq	Y
MA0528.1_ZNF263	ZNF263	ChIP-seq	Y
MA0102.3_CEBPA	CEBPA	ChIP-seq	Y
MA0076.2_ELK4	ELK4	ChIP-seq	Y
MA0258.2_ESR2	ESR2	ChIP-seq	Y
MA0148.3_FOXA1	FOXA1	ChIP-seq	Y
MA0035.3_Gata1	Gata1	ChIP-seq	Y
MA0050.2_IRF1	IRF1	ChIP-seq	Y
MA0150.2_Nfe2l2	Nfe2l2	ChIP-seq	Y
MA0143.3_Sox2	Sox2	ChIP-seq	Y
MA0079.3_SP1	SP1	ChIP-seq	Y
MA0137.3_STAT1	STAT1	ChIP-seq	Y
MA0144.2_STAT3	STAT3	ChIP-seq	Y
MA0140.2_GATA1::TAL1	GATA1	ChIP-seq	Y
MA0140.2_GATA1::TAL1	TAL1	ChIP-seq	Y
MA0093.2_USF1	USF1	ChIP-seq	Y
MA0095.2_YY1	YY1	ChIP-seq	Y
MA0591.1_Bach1::Mafk	Bach1	ChIP-seq	Y
MA0591.1_Bach1::Mafk	Mafk	ChIP-seq	Y
MA0593.1_FOXP2	FOXP2	ChIP-seq	Y
MA0594.1_Hoxa9	Hoxa9	ChIP-seq	Y
MA0595.1_SREBF1	SREBF1	ChIP-seq	Y
MA0596.1_SREBF2	SREBF2	ChIP-seq	Y
MA0597.1_THAP1	THAP1	ChIP-seq	Y
MA0599.1_KLF5	KLF5	ChIP-seq	Y
MA0601.1_Arid3b	Arid3b	PBM	Y
MA0602.1_Arid5a	Arid5a	PBM	Y
MA0603.1_Arntl	Arntl	PBM	Y
MA0604.1_Atf1	Atf1	PBM	Y
MA0605.1_Atf3	Atf3	PBM	Y
MA0606.1_NFAT5	NFAT5	PBM	Y
MA0607.1_Bhlha15	Bhlha15	PBM	Y
MA0608.1_Creb3l2	Creb3l2	PBM	Y
MA0609.1_Crem	Crem	PBM	Y
MA0610.1_DMRT3	DMRT3	PBM	Y
MA0611.1_Dux	Dux	PBM	Y
MA0612.1_EMX1	EMX1	PBM	Y
MA0613.1_FOXG1	FOXG1	PBM	Y
MA0614.1_Foxj2	Foxj2	PBM	Y
MA0615.1_Gmeb1	Gmeb1	PBM	Y
MA1099.1_Hes1	Hes1	PBM	Y
MA0616.1_Hes2	Hes2	PBM	Y
MA0617.1_Id2	Id2	PBM	Y
MA0618.1_LBX1	LBX1	PBM	Y
MA0619.1_LIN54	LIN54	PBM	Y
MA0621.1_mix-a	mix-a	PBM	Y
MA0622.1_Mlxip	Mlxip	PBM	Y
MA0623.1_Neurog1	Neurog1	PBM	Y
MA0624.1_NFATC1	NFATC1	PBM	Y
MA0625.1_NFATC3	NFATC3	PBM	Y
MA0626.1_Npas2	Npas2	PBM	Y
MA0627.1_Pou2f3	Pou2f3	PBM	Y
MA0628.1_POU6F1	POU6F1	PBM	Y
MA0629.1_Rhox11	Rhox11	PBM	Y
MA0630.1_SHOX	SHOX	PBM	Y
MA0631.1_Six3	Six3	PBM	Y
MA0632.1_Tcfl5	Tcfl5	PBM	Y
MA0633.1_Twist2	Twist2	PBM	Y
MA0634.1_ALX3	ALX3	HT-SELEX	Y
MA0007.3_Ar	Ar	HT-SELEX	Y
MA0635.1_BARHL2	BARHL2	HT-SELEX	Y
MA0636.1_BHLHE41	BHLHE41	HT-SELEX	Y
MA0637.1_CENPB	CENPB	HT-SELEX	Y
MA0638.1_CREB3	CREB3	HT-SELEX	Y
MA0639.1_DBP	DBP	HT-SELEX	Y
MA0154.3_EBF1	EBF1	HT-SELEX	Y
MA0598.2_EHF	EHF	HT-SELEX	Y
MA0640.1_ELF3	ELF3	HT-SELEX	Y
MA0641.1_ELF4	ELF4	HT-SELEX	Y
MA0136.2_ELF5	ELF5	HT-SELEX	Y
MA0027.2_EN1	EN1	HT-SELEX	Y
MA0642.1_EN2	EN2	HT-SELEX	Y
MA0643.1_Esrrg	Esrrg	HT-SELEX	Y
MA0644.1_ESX1	ESX1	HT-SELEX	Y
MA0645.1_ETV6	ETV6	HT-SELEX	Y
MA0475.2_FLI1	FLI1	HT-SELEX	Y
MA0042.2_FOXI1	FOXI1	HT-SELEX	Y
MA0033.2_FOXL1	FOXL1	HT-SELEX	Y
MA0157.2_FOXO3	FOXO3	HT-SELEX	Y
MA0646.1_GCM1	GCM1	HT-SELEX	Y
MA0647.1_GRHL1	GRHL1	HT-SELEX	Y
MA0648.1_GSC	GSC	HT-SELEX	Y
MA0649.1_HEY2	HEY2	HT-SELEX	Y
MA0131.2_HINFP	HINFP	HT-SELEX	Y
MA0043.2_HLF	HLF	HT-SELEX	Y
MA0046.2_HNF1A	HNF1A	HT-SELEX	Y
MA0153.2_HNF1B	HNF1B	HT-SELEX	Y
MA0650.1_HOXA13	HOXA13	HT-SELEX	Y
MA0651.1_HOXC11	HOXC11	HT-SELEX	Y
MA0486.2_HSF1	HSF1	HT-SELEX	Y
MA0652.1_IRF8	IRF8	HT-SELEX	Y
MA0653.1_IRF9	IRF9	HT-SELEX	Y
MA0654.1_ISX	ISX	HT-SELEX	Y
MA0655.1_JDP2	JDP2	HT-SELEX	Y
MA0656.1_JDP2(var.2)	JDP2	HT-SELEX	Y
