Motif	Factor	Evidence	Curated
MA0004.1_Arnt	Arnt	SELEX	Y
MA0006.1_Ahr::Arnt	Ahr	SELEX	Y
MA0006.1_Ahr::Arnt	Arnt	SELEX	Y
MA0010.1_br	br	COMPILED	Y
MA0011.1_br(var.2)	br	COMPILED	Y
MA0012.1_br(var.3)	br	COMPILED	Y
MA0013.1_br(var.4)	br	COMPILED	Y
MA0015.1_Cf2	Cf2	SELEX	Y
MA0016.1_usp	usp	SELEX	Y
MA0019.1_Ddit3::Cebpa	Ddit3	SELEX	Y
MA0019.1_Ddit3::Cebpa	Cebpa	SELEX	Y
MA0020.1_Dof2	Dof2	SELEX	Y
MA0021.1_Dof3	Dof3	SELEX	Y
MA0022.1_dl	dl	SELEX	Y
MA0023.1_dl(var.2)	dl	SELEX	Y
MA0025.1_NFIL3	NFIL3	SELEX	Y
MA0026.1_Eip74EF	Eip74EF	SELEX	Y
MA0029.1_Mecom	Mecom	SELEX	Y
MA0030.1_FOXF2	FOXF2	SELEX	Y
MA0031.1_FOXD1	FOXD1	SELEX	Y
MA0034.1_Gam1	Gam1	SELEX	Y
MA0038.1_Gfi1	Gfi1	SELEX	Y
MA0040.1_Foxq1	Foxq1	SELEX	Y
MA0041.1_Foxd3	Foxd3	SELEX	Y
MA0044.1_HMG-1	HMG-1	SELEX	Y
MA0045.1_HMG-I/Y	HMG-I/Y	SELEX	Y
MA0049.1_hb	hb	COMPILED	Y
MA0051.1_IRF2	IRF2	SELEX	Y
MA0053.1_MNB1A	MNB1A	SELEX	Y
MA0054.1_myb.Ph3	myb.Ph3	SELEX	Y
MA0056.1_MZF1	MZF1	SELEX	Y
MA0057.1_MZF1(var.2)	MZF1	SELEX	Y
MA0059.1_MAX::MYC	MAX	SELEX	Y
MA0059.1_MAX::MYC	MYC	SELEX	Y
MA0063.1_Nkx2-5	Nkx2-5	SELEX	Y
MA0064.1_PBF	PBF	SELEX	Y
MA0066.1_PPARG	PPARG	SELEX	Y
MA0067.1_Pax2	Pax2	SELEX	Y
MA0069.1_Pax6	Pax6	SELEX	Y
MA0070.1_PBX1	PBX1	SELEX	Y
MA0071.1_RORA	RORA	SELEX	Y
MA0072.1_RORA(var.2)	RORA	SELEX	Y
MA0073.1_RREB1	RREB1	SELEX	Y
MA0074.1_RXRA::VDR	RXRA	SELEX	Y
MA0074.1_RXRA::VDR	VDR	SELEX	Y
MA0077.1_SOX9	SOX9	SELEX	Y
MA0078.1_Sox17	Sox17	SELEX	Y
MA0081.1_SPIB	SPIB	SELEX	Y
MA0082.1_squamosa	squamosa	SELEX	Y
MA0084.1_SRY	SRY	SELEX	Y
MA0085.1_Su(H)	Su	COMPILED	Y
MA0087.1_Sox5	Sox5	SELEX	Y
MA0089.1_MAFG::NFE2L1	MAFG	SELEX	Y
MA0089.1_MAFG::NFE2L1	NFE2L1	SELEX	Y
MA0091.1_TAL1::TCF3	TAL1	SELEX	Y
MA0091.1_TAL1::TCF3	TCF3	SELEX	Y
MA0092.1_Hand1::Tcf3	Hand1	SELEX	Y
MA0092.1_Hand1::Tcf3	Tcf3	SELEX	Y
MA0096.1_bZIP910	bZIP910	SELEX	Y
MA0097.1_bZIP911	bZIP911	SELEX	Y
MA0101.1_REL	REL	SELEX	Y
MA0107.1_RELA	RELA	SELEX	Y
MA0108.2_TBP	TBP	Unknown	Y
MA0109.1_HLTF	HLTF	SELEX	Y
MA0111.1_Spz1	Spz1	SELEX	Y
MA0115.1_NR1H2::RXRA	NR1H2	SELEX	Y
MA0115.1_NR1H2::RXRA	RXRA	SELEX	Y
MA0116.1_Znf423	Znf423	SELEX	Y
MA0118.1_Macho-1	Macho-1	SELEX	Y
MA0119.1_NFIC::TLX1	NFIC	SELEX	Y
MA0119.1_NFIC::TLX1	TLX1	SELEX	Y
MA0120.1_id1	id1	SELEX	Y
MA0121.1_ARR10	ARR10	SELEX	Y
MA0123.1_abi4	abi4	SELEX	Y
MA0125.1_Nobox	Nobox	SELEX	Y
MA0126.1_ovo	ovo	SELEX	Y
MA0127.1_PEND	PEND	SELEX	Y
MA0128.1_EmBP-1	EmBP-1	SELEX	Y
MA0129.1_TGA1A	TGA1A	SELEX	Y
MA0130.1_ZNF354C	ZNF354C	SELEX	Y
MA0135.1_Lhx3	Lhx3	SELEX	Y
MA0139.1_CTCF	CTCF	ChIP-seq	Y
MA0142.1_Pou5f1::Sox2	Pou5f1	ChIP-seq	Y
MA0142.1_Pou5f1::Sox2	Sox2	ChIP-seq	Y
MA0149.1_EWSR1-FLI1	EWSR1-FLI1	ChIP-seq	Y
MA0062.2_Gabpa	Gabpa	ChIP-seq	Y
MA0138.2_REST	REST	ChIP-seq	Y
MA0002.2_RUNX1	RUNX1	ChIP-seq	Y
MA0047.2_Foxa2	Foxa2	ChIP-seq	Y
MA0065.2_Pparg::Rxra	Pparg	ChIP-seq	Y
MA0065.2_Pparg::Rxra	Rxra	ChIP-seq	Y
MA0151.1_Arid3a	Arid3a	SELEX	Y
MA0152.1_NFATC2	NFATC2	COMPILED	Y
MA0155.1_INSM1	INSM1	COMPILED	Y
MA0158.1_HOXA5	HOXA5	COMPILED	Y
MA0159.1_RARA::RXRA	RARA	COMPILED	Y
MA0159.1_RARA::RXRA	RXRA	COMPILED	Y
MA0160.1_NR4A2	NR4A2	COMPILED	Y
MA0163.1_PLAG1	PLAG1	bacterial 1-hybrid	Y
MA0164.1_Nr2e3	Nr2e3	SELEX	Y
MA0165.1_Abd-B	Abd-B	bacterial 1-hybrid	Y
MA0166.1_Antp	Antp	bacterial 1-hybrid	Y
MA0167.1_Awh	Awh	bacterial 1-hybrid	Y
MA0168.1_B-H1	B-H1	bacterial 1-hybrid	Y
MA0169.1_B-H2	B-H2	bacterial 1-hybrid	Y
MA0170.1_C15	C15	bacterial 1-hybrid	Y
MA0171.1_CG11085	CG11085	bacterial 1-hybrid	Y
MA0172.1_CG11294	CG11294	bacterial 1-hybrid	Y
MA0173.1_CG11617	CG11617	bacterial 1-hybrid	Y
MA0174.1_Dbx	Dbx	bacterial 1-hybrid	Y
MA0175.1_lms	lms	bacterial 1-hybrid	Y
MA0176.1_CG15696-RA	CG15696-RA	bacterial 1-hybrid	Y
MA0177.1_CG18599	CG18599	bacterial 1-hybrid	Y
MA0178.1_CG32105	CG32105	bacterial 1-hybrid	Y
MA0179.1_CG32532	CG32532	bacterial 1-hybrid	Y
MA0180.1_Vsx2	Vsx2	bacterial 1-hybrid	Y
MA0181.1_Vsx1	Vsx1	bacterial 1-hybrid	Y
MA0182.1_CG4328-RA	CG4328-RA	bacterial 1-hybrid	Y
MA0183.1_HHEX	HHEX	bacterial 1-hybrid	Y
MA0184.1_CG9876	CG9876	bacterial 1-hybrid	Y
MA0185.1_Deaf1	Deaf1	DNaseI footprinting	Y
MA0186.1_Dfd	Dfd	bacterial 1-hybrid	Y
MA0187.1_Dll	Dll	bacterial 1-hybrid	Y
MA0188.1_Dr	Dr	bacterial 1-hybrid	Y
MA0189.1_E5	E5	bacterial 1-hybrid	Y
MA0190.1_Gsc	Gsc	bacterial 1-hybrid	Y
MA0191.1_HGTX	HGTX	bacterial 1-hybrid	Y
MA0192.1_Hmx	Hmx	bacterial 1-hybrid	Y
MA0193.1_schlank	schlank	bacterial 1-hybrid	Y
MA0194.1_Lim1	Lim1	bacterial 1-hybrid	Y
MA0195.1_Lim3	Lim3	bacterial 1-hybrid	Y
MA0196.1_NK7.1	NK7.1	bacterial 1-hybrid	Y
MA0198.1_OdsH	OdsH	bacterial 1-hybrid	Y
MA0199.1_Optix	Optix	bacterial 1-hybrid	Y
MA0200.1_Pph13	Pph13	bacterial 1-hybrid	Y
MA0201.1_Ptx1	Ptx1	bacterial 1-hybrid	Y
MA0202.1_Rx	Rx	bacterial 1-hybrid	Y
MA0203.1_Scr	Scr	bacterial 1-hybrid	Y
MA0204.1_Six4	Six4	bacterial 1-hybrid	Y
MA0205.1_Trl	Trl	DNaseI footprinting	Y
MA0206.1_abd-A	abd-A	bacterial 1-hybrid	Y
MA0207.1_achi	achi	bacterial 1-hybrid	Y
MA0208.1_al	al	bacterial 1-hybrid	Y
MA0209.1_ap	ap	bacterial 1-hybrid	Y
MA0210.1_ara	ara	bacterial 1-hybrid	Y
MA0211.1_bap	bap	bacterial 1-hybrid	Y
MA0212.1_bcd	bcd	bacterial 1-hybrid	Y
MA0213.1_brk	brk	DNaseI footprinting	Y
MA0214.1_bsh	bsh	bacterial 1-hybrid	Y
MA0215.1_btn	btn	bacterial 1-hybrid	Y
MA0217.1_caup	caup	bacterial 1-hybrid	Y
MA0218.1_ct	ct	bacterial 1-hybrid	Y
MA0219.1_ems	ems	bacterial 1-hybrid	Y
MA0220.1_en	en	bacterial 1-hybrid	Y
MA0221.1_eve	eve	bacterial 1-hybrid	Y
MA0222.1_exd	exd	bacterial 1-hybrid	Y
MA0224.1_exex	exex	bacterial 1-hybrid	Y
MA0225.1_ftz	ftz	bacterial 1-hybrid	Y
MA0226.1_hbn	hbn	bacterial 1-hybrid	Y
MA0227.1_hth	hth	bacterial 1-hybrid	Y
MA0228.1_ind	ind	bacterial 1-hybrid	Y
MA0229.1_inv	inv	bacterial 1-hybrid	Y
MA0230.1_lab	lab	bacterial 1-hybrid	Y
MA0231.1_lbe	lbe	bacterial 1-hybrid	Y
MA0232.1_lbl	lbl	bacterial 1-hybrid	Y
MA0233.1_mirr	mirr	bacterial 1-hybrid	Y
MA0234.1_oc	oc	bacterial 1-hybrid	Y
MA0235.1_onecut	onecut	bacterial 1-hybrid	Y
MA0236.1_otp	otp	bacterial 1-hybrid	Y
MA0238.1_pb	pb	bacterial 1-hybrid	Y
MA0239.1_prd	prd	bacterial 1-hybrid	Y
MA0240.1_repo	repo	bacterial 1-hybrid	Y
MA0241.1_ro	ro	bacterial 1-hybrid	Y
MA0242.1_Bgb::run	Bgb	bacterial 1-hybrid	Y
MA0242.1_Bgb::run	run	bacterial 1-hybrid	Y
MA0243.1_sd	sd	DNaseI footprinting	Y
MA0244.1_slbo	slbo	DNaseI footprinting	Y
MA0245.1_slou	slou	bacterial 1-hybrid	Y
MA0246.1_so	so	bacterial 1-hybrid	Y
MA0248.1_tup	tup	bacterial 1-hybrid	Y
MA0249.1_twi	twi	DNaseI footprinting	Y
MA0250.1_unc-4	unc-4	bacterial 1-hybrid	Y
MA0251.1_unpg	unpg	bacterial 1-hybrid	Y
MA0252.1_vis	vis	bacterial 1-hybrid	Y
MA0253.1_vnd	vnd	bacterial 1-hybrid	Y
MA0254.1_vvl	vvl	DNaseI footprinting	Y
MA0255.1_z	z	DNaseI footprinting	Y
MA0256.1_zen	zen	bacterial 1-hybrid	Y
MA0257.1_zen2	zen2	bacterial 1-hybrid	Y
MA0094.2_Ubx	Ubx	bacterial 1-hybrid	Y
MA0259.1_ARNT::HIF1A	ARNT	COMPILED	Y
MA0259.1_ARNT::HIF1A	HIF1A	COMPILED	Y
MA0260.1_che-1	che-1	COMPILED	Y
MA0261.1_lin-14	lin-14	SELEX	Y
MA0262.1_mab-3	mab-3	EMSA	Y
MA0263.1_ceh-10::ttx-3	ceh-10	EMSA	Y
MA0263.1_ceh-10::ttx-3	ttx-3	EMSA	Y
MA0264.1_ceh-22	ceh-22	PBM	Y
MA0265.1_ABF1	ABF1	PBM, CSA and/or DIP-chip	Y
MA0266.1_ABF2	ABF2	PBM, CSA and/or DIP-chip	Y
MA0267.1_ACE2	ACE2	PBM, CSA and/or DIP-chip	Y
MA0268.1_ADR1	ADR1	PBM, CSA and/or DIP-chip	Y
MA0269.1_AFT1	AFT1	PBM	Y
MA0270.1_AFT2	AFT2	PBM, CSA and/or DIP-chip	Y
MA0271.1_ARG80	ARG80	ChIP-chip	Y
MA0272.1_ARG81	ARG81	ChIP-chip	Y
MA0273.1_ARO80	ARO80	PBM	Y
MA0274.1_ARR1	ARR1	ChIP-chip	Y
MA0275.1_ASG1	ASG1	PBM, CSA and/or DIP-chip	Y
MA0276.1_ASH1	ASH1	ChIP-chip	Y
MA0277.1_AZF1	AZF1	PBM, CSA and/or DIP-chip	Y
MA0278.1_BAS1	BAS1	PBM	Y
MA0279.1_CAD1	CAD1	COMPILED	Y
MA0280.1_CAT8	CAT8	PBM, CSA and/or DIP-chip	Y
MA0281.1_CBF1	CBF1	PBM, CSA and/or DIP-chip	Y
MA0282.1_CEP3	CEP3	PBM, CSA and/or DIP-chip	Y
