Motif	Factor	Evidence	Curated
MA0165.1_MA0165.1.Abd-B	MA0165.1.Abd-B	bacterial 1-hybrid	Y
MA0166.1_MA0166.1.Antp	MA0166.1.Antp	bacterial 1-hybrid	Y
MA0167.1_MA0167.1.Awh	MA0167.1.Awh	bacterial 1-hybrid	Y
MA0168.1_MA0168.1.B-H1	MA0168.1.B-H1	bacterial 1-hybrid	Y
MA0169.1_MA0169.1.B-H2	MA0169.1.B-H2	bacterial 1-hybrid	Y
MA0170.1_MA0170.1.C15	MA0170.1.C15	bacterial 1-hybrid	Y
MA0171.1_MA0171.1.CG11085	MA0171.1.CG11085	bacterial 1-hybrid	Y
MA0172.1_MA0172.1.CG11294	MA0172.1.CG11294	bacterial 1-hybrid	Y
MA0173.1_MA0173.1.CG11617	MA0173.1.CG11617	bacterial 1-hybrid	Y
MA0174.1_MA0174.1.Dbx	MA0174.1.Dbx	bacterial 1-hybrid	Y
MA0175.1_MA0175.1.lms	MA0175.1.lms	bacterial 1-hybrid	Y
MA0176.1_MA0176.1.CG15696-RA	MA0176.1.CG15696-RA	bacterial 1-hybrid	Y
MA0177.1_MA0177.1.CG18599	MA0177.1.CG18599	bacterial 1-hybrid	Y
MA0178.1_MA0178.1.CG32105	MA0178.1.CG32105	bacterial 1-hybrid	Y
MA0179.1_MA0179.1.CG32532	MA0179.1.CG32532	bacterial 1-hybrid	Y
MA0180.1_MA0180.1.Vsx2	MA0180.1.Vsx2	bacterial 1-hybrid	Y
MA0181.1_MA0181.1.Vsx1	MA0181.1.Vsx1	bacterial 1-hybrid	Y
MA0182.1_MA0182.1.CG4328-RA	MA0182.1.CG4328-RA	bacterial 1-hybrid	Y
MA0183.1_MA0183.1.HHEX	MA0183.1.HHEX	bacterial 1-hybrid	Y
MA0184.1_MA0184.1.CG9876	MA0184.1.CG9876	bacterial 1-hybrid	Y
MA0185.1_MA0185.1.Deaf1	MA0185.1.Deaf1	DNaseI footprinting	Y
MA0186.1_MA0186.1.Dfd	MA0186.1.Dfd	bacterial 1-hybrid	Y
MA0187.1_MA0187.1.Dll	MA0187.1.Dll	bacterial 1-hybrid	Y
MA0188.1_MA0188.1.Dr	MA0188.1.Dr	bacterial 1-hybrid	Y
MA0189.1_MA0189.1.E5	MA0189.1.E5	bacterial 1-hybrid	Y
MA0190.1_MA0190.1.Gsc	MA0190.1.Gsc	bacterial 1-hybrid	Y
MA0191.1_MA0191.1.HGTX	MA0191.1.HGTX	bacterial 1-hybrid	Y
MA0192.1_MA0192.1.Hmx	MA0192.1.Hmx	bacterial 1-hybrid	Y
MA0193.1_MA0193.1.schlank	MA0193.1.schlank	bacterial 1-hybrid	Y
MA0194.1_MA0194.1.Lim1	MA0194.1.Lim1	bacterial 1-hybrid	Y
MA0195.1_MA0195.1.Lim3	MA0195.1.Lim3	bacterial 1-hybrid	Y
MA0196.1_MA0196.1.NK7.1	MA0196.1.NK7.1	bacterial 1-hybrid	Y
MA0198.1_MA0198.1.OdsH	MA0198.1.OdsH	bacterial 1-hybrid	Y
MA0199.1_MA0199.1.Optix	MA0199.1.Optix	bacterial 1-hybrid	Y
MA0200.1_MA0200.1.Pph13	MA0200.1.Pph13	bacterial 1-hybrid	Y
MA0201.1_MA0201.1.Ptx1	MA0201.1.Ptx1	bacterial 1-hybrid	Y
MA0202.1_MA0202.1.Rx	MA0202.1.Rx	bacterial 1-hybrid	Y
MA0203.1_MA0203.1.Scr	MA0203.1.Scr	bacterial 1-hybrid	Y
MA0204.1_MA0204.1.Six4	MA0204.1.Six4	bacterial 1-hybrid	Y
MA0206.1_MA0206.1.abd-A	MA0206.1.abd-A	bacterial 1-hybrid	Y
MA0207.1_MA0207.1.achi	MA0207.1.achi	bacterial 1-hybrid	Y
MA0208.1_MA0208.1.al	MA0208.1.al	bacterial 1-hybrid	Y
MA0209.1_MA0209.1.ap	MA0209.1.ap	bacterial 1-hybrid	Y
MA0210.1_MA0210.1.ara	MA0210.1.ara	bacterial 1-hybrid	Y
MA0211.1_MA0211.1.bap	MA0211.1.bap	bacterial 1-hybrid	Y
MA0212.1_MA0212.1.bcd	MA0212.1.bcd	bacterial 1-hybrid	Y
MA0213.1_MA0213.1.brk	MA0213.1.brk	DNaseI footprinting	Y
MA0214.1_MA0214.1.bsh	MA0214.1.bsh	bacterial 1-hybrid	Y
MA0215.1_MA0215.1.btn	MA0215.1.btn	bacterial 1-hybrid	Y
MA0217.1_MA0217.1.caup	MA0217.1.caup	bacterial 1-hybrid	Y
MA0218.1_MA0218.1.ct	MA0218.1.ct	bacterial 1-hybrid	Y
MA0219.1_MA0219.1.ems	MA0219.1.ems	bacterial 1-hybrid	Y
MA0220.1_MA0220.1.en	MA0220.1.en	bacterial 1-hybrid	Y
MA0221.1_MA0221.1.eve	MA0221.1.eve	bacterial 1-hybrid	Y
MA0222.1_MA0222.1.exd	MA0222.1.exd	bacterial 1-hybrid	Y
MA0224.1_MA0224.1.exex	MA0224.1.exex	bacterial 1-hybrid	Y
MA0225.1_MA0225.1.ftz	MA0225.1.ftz	bacterial 1-hybrid	Y
MA0226.1_MA0226.1.hbn	MA0226.1.hbn	bacterial 1-hybrid	Y
MA0227.1_MA0227.1.hth	MA0227.1.hth	bacterial 1-hybrid	Y
MA0228.1_MA0228.1.ind	MA0228.1.ind	bacterial 1-hybrid	Y
MA0229.1_MA0229.1.inv	MA0229.1.inv	bacterial 1-hybrid	Y
MA0230.1_MA0230.1.lab	MA0230.1.lab	bacterial 1-hybrid	Y
MA0231.1_MA0231.1.lbe	MA0231.1.lbe	bacterial 1-hybrid	Y
MA0232.1_MA0232.1.lbl	MA0232.1.lbl	bacterial 1-hybrid	Y
MA0233.1_MA0233.1.mirr	MA0233.1.mirr	bacterial 1-hybrid	Y
MA0234.1_MA0234.1.oc	MA0234.1.oc	bacterial 1-hybrid	Y
MA0235.1_MA0235.1.onecut	MA0235.1.onecut	bacterial 1-hybrid	Y
MA0236.1_MA0236.1.otp	MA0236.1.otp	bacterial 1-hybrid	Y
MA0238.1_MA0238.1.pb	MA0238.1.pb	bacterial 1-hybrid	Y
MA0239.1_MA0239.1.prd	MA0239.1.prd	bacterial 1-hybrid	Y
MA0240.1_MA0240.1.repo	MA0240.1.repo	bacterial 1-hybrid	Y
MA0241.1_MA0241.1.ro	MA0241.1.ro	bacterial 1-hybrid	Y
MA0242.1_MA0242.1.Bgb::run	MA0242.1.Bgb	bacterial 1-hybrid	Y
MA0242.1_MA0242.1.Bgb::run	run	bacterial 1-hybrid	Y
MA0243.1_MA0243.1.sd	MA0243.1.sd	DNaseI footprinting	Y
MA0244.1_MA0244.1.slbo	MA0244.1.slbo	DNaseI footprinting	Y
MA0245.1_MA0245.1.slou	MA0245.1.slou	bacterial 1-hybrid	Y
MA0246.1_MA0246.1.so	MA0246.1.so	bacterial 1-hybrid	Y
MA0248.1_MA0248.1.tup	MA0248.1.tup	bacterial 1-hybrid	Y
MA0250.1_MA0250.1.unc-4	MA0250.1.unc-4	bacterial 1-hybrid	Y
MA0251.1_MA0251.1.unpg	MA0251.1.unpg	bacterial 1-hybrid	Y
MA0252.1_MA0252.1.vis	MA0252.1.vis	bacterial 1-hybrid	Y
MA0253.1_MA0253.1.vnd	MA0253.1.vnd	bacterial 1-hybrid	Y
MA0254.1_MA0254.1.vvl	MA0254.1.vvl	DNaseI footprinting	Y
MA0255.1_MA0255.1.z	MA0255.1.z	DNaseI footprinting	Y
MA0256.1_MA0256.1.zen	MA0256.1.zen	bacterial 1-hybrid	Y
MA0257.1_MA0257.1.zen2	MA0257.1.zen2	bacterial 1-hybrid	Y
MA0094.2_MA0094.2.Ubx	MA0094.2.Ubx	bacterial 1-hybrid	Y
MA0259.1_MA0259.1.ARNT::HIF1A	MA0259.1.ARNT	COMPILED	Y
MA0259.1_MA0259.1.ARNT::HIF1A	HIF1A	COMPILED	Y
MA0260.1_MA0260.1.che-1	MA0260.1.che-1	COMPILED	Y
MA0261.1_MA0261.1.lin-14	MA0261.1.lin-14	SELEX	Y
MA0262.1_MA0262.1.mab-3	MA0262.1.mab-3	EMSA	Y
MA0263.1_MA0263.1.ceh-10::ttx-3	MA0263.1.ceh-10	EMSA	Y
MA0263.1_MA0263.1.ceh-10::ttx-3	ttx-3	EMSA	Y
MA0264.1_MA0264.1.ceh-22	MA0264.1.ceh-22	PBM	Y
MA0266.1_MA0266.1.ABF2	MA0266.1.ABF2	PBM, CSA and/or DIP-chip	Y
MA0267.1_MA0267.1.ACE2	MA0267.1.ACE2	PBM, CSA and/or DIP-chip	Y
MA0268.1_MA0268.1.ADR1	MA0268.1.ADR1	PBM, CSA and/or DIP-chip	Y
MA0269.1_MA0269.1.AFT1	MA0269.1.AFT1	PBM	Y
MA0270.1_MA0270.1.AFT2	MA0270.1.AFT2	PBM, CSA and/or DIP-chip	Y
MA0271.1_MA0271.1.ARG80	MA0271.1.ARG80	ChIP-chip	Y
MA0272.1_MA0272.1.ARG81	MA0272.1.ARG81	ChIP-chip	Y
MA0273.1_MA0273.1.ARO80	MA0273.1.ARO80	PBM	Y
MA0274.1_MA0274.1.ARR1	MA0274.1.ARR1	ChIP-chip	Y
MA0275.1_MA0275.1.ASG1	MA0275.1.ASG1	PBM, CSA and/or DIP-chip	Y
MA0276.1_MA0276.1.ASH1	MA0276.1.ASH1	ChIP-chip	Y
MA0277.1_MA0277.1.AZF1	MA0277.1.AZF1	PBM, CSA and/or DIP-chip	Y
MA0278.1_MA0278.1.BAS1	MA0278.1.BAS1	PBM	Y
MA0280.1_MA0280.1.CAT8	MA0280.1.CAT8	PBM, CSA and/or DIP-chip	Y
MA0282.1_MA0282.1.CEP3	MA0282.1.CEP3	PBM, CSA and/or DIP-chip	Y
MA0283.1_MA0283.1.CHA4	MA0283.1.CHA4	PBM, CSA and/or DIP-chip	Y
MA0285.1_MA0285.1.CRZ1	MA0285.1.CRZ1	PBM, CSA and/or DIP-chip	Y
MA0286.1_MA0286.1.CST6	MA0286.1.CST6	PBM, CSA and/or DIP-chip	Y
MA0287.1_MA0287.1.CUP2	MA0287.1.CUP2	COMPILED	Y
MA0288.1_MA0288.1.CUP9	MA0288.1.CUP9	PBM, CSA and/or DIP-chip	Y
MA0289.1_MA0289.1.DAL80	MA0289.1.DAL80	PBM, CSA and/or DIP-chip	Y
MA0290.1_MA0290.1.DAL81	MA0290.1.DAL81	ChIP-chip	Y
MA0291.1_MA0291.1.DAL82	MA0291.1.DAL82	PBM, CSA and/or DIP-chip	Y
MA0292.1_MA0292.1.ECM22	MA0292.1.ECM22	PBM, CSA and/or DIP-chip	Y
MA0293.1_MA0293.1.ECM23	MA0293.1.ECM23	PBM, CSA and/or DIP-chip	Y
MA0294.1_MA0294.1.EDS1	MA0294.1.EDS1	PBM, CSA and/or DIP-chip	Y
MA0295.1_MA0295.1.FHL1	MA0295.1.FHL1	PBM, CSA and/or DIP-chip	Y
MA0296.1_MA0296.1.FKH1	MA0296.1.FKH1	PBM	Y
MA0297.1_MA0297.1.FKH2	MA0297.1.FKH2	PBM, CSA and/or DIP-chip	Y
MA0299.1_MA0299.1.GAL4	MA0299.1.GAL4	PBM	Y
MA0300.1_MA0300.1.GAT1	MA0300.1.GAT1	PBM, CSA and/or DIP-chip	Y
MA0301.1_MA0301.1.GAT3	MA0301.1.GAT3	PBM, CSA and/or DIP-chip	Y
MA0302.1_MA0302.1.GAT4	MA0302.1.GAT4	PBM, CSA and/or DIP-chip	Y
MA0304.1_MA0304.1.GCR1	MA0304.1.GCR1	COMPILED	Y
MA0305.1_MA0305.1.GCR2	MA0305.1.GCR2	ChIP-chip	Y
MA0306.1_MA0306.1.GIS1	MA0306.1.GIS1	PBM, CSA and/or DIP-chip	Y
MA0307.1_MA0307.1.GLN3	MA0307.1.GLN3	PBM, CSA and/or DIP-chip	Y
MA0308.1_MA0308.1.GSM1	MA0308.1.GSM1	PBM	Y
MA0309.1_MA0309.1.GZF3	MA0309.1.GZF3	PBM, CSA and/or DIP-chip	Y
MA0310.1_MA0310.1.HAC1	MA0310.1.HAC1	PBM, CSA and/or DIP-chip	Y
MA0311.1_MA0311.1.HAL9	MA0311.1.HAL9	PBM, CSA and/or DIP-chip	Y
MA0313.1_MA0313.1.HAP2	MA0313.1.HAP2	COMPILED	Y
MA0316.1_MA0316.1.HAP5	MA0316.1.HAP5	COMPILED	Y
MA0317.1_MA0317.1.HCM1	MA0317.1.HCM1	PBM, CSA and/or DIP-chip	Y
MA0318.1_MA0318.1.HMRA2	MA0318.1.HMRA2	PBM, CSA and/or DIP-chip	Y
MA0319.1_MA0319.1.HSF1	MA0319.1.HSF1	PBM, CSA and/or DIP-chip	Y
MA0320.1_MA0320.1.IME1	MA0320.1.IME1	ChIP-chip	Y
MA0321.1_MA0321.1.INO2	MA0321.1.INO2	ChIP-chip	Y
MA0322.1_MA0322.1.INO4	MA0322.1.INO4	ChIP-chip	Y
MA0323.1_MA0323.1.IXR1	MA0323.1.IXR1	ChIP-chip	Y
MA0324.1_MA0324.1.LEU3	MA0324.1.LEU3	PBM, CSA and/or DIP-chip	Y
MA0325.1_MA0325.1.LYS14	MA0325.1.LYS14	PBM, CSA and/or DIP-chip	Y
MA0326.1_MA0326.1.MAC1	MA0326.1.MAC1	COMPILED	Y
MA0327.1_MA0327.1.HMRA1	MA0327.1.HMRA1	ChIP-chip	Y
MA0329.1_MA0329.1.MBP1	MA0329.1.MBP1	PBM, CSA and/or DIP-chip	Y
MA0330.1_MA0330.1.MBP1::SWI6	MA0330.1.MBP1	COMPILED	Y
MA0330.1_MA0330.1.MBP1::SWI6	SWI6	COMPILED	Y
MA0331.1_MA0331.1.MCM1	MA0331.1.MCM1	COMPILED	Y
MA0332.1_MA0332.1.MET28	MA0332.1.MET28	ChIP-chip	Y
MA0333.1_MA0333.1.MET31	MA0333.1.MET31	PBM, CSA and/or DIP-chip	Y
MA0334.1_MA0334.1.MET32	MA0334.1.MET32	PBM, CSA and/or DIP-chip	Y
MA0335.1_MA0335.1.MET4	MA0335.1.MET4	ChIP-chip	Y
MA0336.1_MA0336.1.MGA1	MA0336.1.MGA1	PBM	Y
MA0337.1_MA0337.1.MIG1	MA0337.1.MIG1	PBM, CSA and/or DIP-chip	Y
MA0338.1_MA0338.1.MIG2	MA0338.1.MIG2	PBM, CSA and/or DIP-chip	Y
MA0339.1_MA0339.1.MIG3	MA0339.1.MIG3	PBM, CSA and/or DIP-chip	Y
MA0340.1_MA0340.1.MOT3	MA0340.1.MOT3	ChIP-chip	Y
MA0341.1_MA0341.1.MSN2	MA0341.1.MSN2	PBM, CSA and/or DIP-chip	Y
MA0342.1_MA0342.1.MSN4	MA0342.1.MSN4	PBM, CSA and/or DIP-chip	Y
MA0343.1_MA0343.1.NDT80	MA0343.1.NDT80	PBM	Y
MA0344.1_MA0344.1.NHP10	MA0344.1.NHP10	PBM, CSA and/or DIP-chip	Y
MA0348.1_MA0348.1.OAF1	MA0348.1.OAF1	PBM, CSA and/or DIP-chip	Y
MA0349.1_MA0349.1.OPI1	MA0349.1.OPI1	ChIP-chip	Y
MA0350.1_MA0350.1.TOD6	MA0350.1.TOD6	PBM	Y
MA0351.1_MA0351.1.DOT6	MA0351.1.DOT6	PBM	Y
MA0353.1_MA0353.1.PDR3	MA0353.1.PDR3	ChIP-chip	Y
MA0354.1_MA0354.1.PDR8	MA0354.1.PDR8	PBM, CSA and/or DIP-chip	Y
MA0355.1_MA0355.1.PHD1	MA0355.1.PHD1	PBM, CSA and/or DIP-chip	Y
MA0356.1_MA0356.1.PHO2	MA0356.1.PHO2	PBM, CSA and/or DIP-chip	Y
MA0357.1_MA0357.1.PHO4	MA0357.1.PHO4	PBM	Y
MA0358.1_MA0358.1.PUT3	MA0358.1.PUT3	PBM, CSA and/or DIP-chip	Y
MA0360.1_MA0360.1.RDR1	MA0360.1.RDR1	PBM, CSA and/or DIP-chip	Y
MA0361.1_MA0361.1.RDS1	MA0361.1.RDS1	PBM, CSA and/or DIP-chip	Y
MA0362.1_MA0362.1.RDS2	MA0362.1.RDS2	PBM, CSA and/or DIP-chip	Y
MA0364.1_MA0364.1.REI1	MA0364.1.REI1	PBM, CSA and/or DIP-chip	Y
MA0365.1_MA0365.1.RFX1	MA0365.1.RFX1	PBM, CSA and/or DIP-chip	Y
MA0366.1_MA0366.1.RGM1	MA0366.1.RGM1	PBM, CSA and/or DIP-chip	Y
MA0367.1_MA0367.1.RGT1	MA0367.1.RGT1	PBM, CSA and/or DIP-chip	Y
MA0368.1_MA0368.1.RIM101	MA0368.1.RIM101	PBM, CSA and/or DIP-chip	Y
MA0369.1_MA0369.1.RLM1	MA0369.1.RLM1	COMPILED	Y
MA0370.1_MA0370.1.RME1	MA0370.1.RME1	ChIP-chip	Y
MA0371.1_MA0371.1.ROX1	MA0371.1.ROX1	PBM, CSA and/or DIP-chip	Y
MA0372.1_MA0372.1.RPH1	MA0372.1.RPH1	PBM, CSA and/or DIP-chip	Y
MA0373.1_MA0373.1.RPN4	MA0373.1.RPN4	PBM, CSA and/or DIP-chip	Y
MA0374.1_MA0374.1.RSC3	MA0374.1.RSC3	PBM, CSA and/or DIP-chip	Y
MA0375.1_MA0375.1.RSC30	MA0375.1.RSC30	PBM, CSA and/or DIP-chip	Y
MA0376.1_MA0376.1.RTG3	MA0376.1.RTG3	PBM	Y
MA0377.1_MA0377.1.SFL1	MA0377.1.SFL1	PBM	Y
MA0378.1_MA0378.1.SFP1	MA0378.1.SFP1	PBM	Y
MA0379.1_MA0379.1.MOT2	MA0379.1.MOT2	PBM, CSA and/or DIP-chip	Y
MA0380.1_MA0380.1.SIP4	MA0380.1.SIP4	PBM, CSA and/or DIP-chip	Y
MA0381.1_MA0381.1.SKN7	MA0381.1.SKN7	PBM, CSA and/or DIP-chip	Y
MA0384.1_MA0384.1.SNT2	MA0384.1.SNT2	COMPILED	Y
MA0385.1_MA0385.1.SOK2	MA0385.1.SOK2	PBM, CSA and/or DIP-chip	Y
MA0386.1_MA0386.1.SPT15	MA0386.1.SPT15	PBM	Y
MA0387.1_MA0387.1.SPT2	MA0387.1.SPT2	ChIP-chip	Y
MA0388.1_MA0388.1.SPT23	MA0388.1.SPT23	ChIP-chip	Y
MA0389.1_MA0389.1.SRD1	MA0389.1.SRD1	PBM, CSA and/or DIP-chip	Y
MA0390.1_MA0390.1.STB3	MA0390.1.STB3	PBM	Y
MA0391.1_MA0391.1.STB4	MA0391.1.STB4	PBM, CSA and/or DIP-chip	Y
MA0392.1_MA0392.1.STB5	MA0392.1.STB5	PBM, CSA and/or DIP-chip	Y
MA0393.1_MA0393.1.STE12	MA0393.1.STE12	COMPILED	Y
MA0394.1_MA0394.1.STP1	MA0394.1.STP1	ChIP-chip	Y
MA0395.1_MA0395.1.STP2	MA0395.1.STP2	PBM	Y
MA0396.1_MA0396.1.STP3	MA0396.1.STP3	PBM, CSA and/or DIP-chip	Y
MA0397.1_MA0397.1.STP4	MA0397.1.STP4	PBM, CSA and/or DIP-chip	Y
MA0398.1_MA0398.1.SUM1	MA0398.1.SUM1	PBM, CSA and/or DIP-chip	Y
MA0399.1_MA0399.1.SUT1	MA0399.1.SUT1	ChIP-chip	Y
MA0400.1_MA0400.1.SUT2	MA0400.1.SUT2	PBM	Y
MA0401.1_MA0401.1.SWI4	MA0401.1.SWI4	PBM, CSA and/or DIP-chip	Y
MA0402.1_MA0402.1.SWI5	MA0402.1.SWI5	PBM, CSA and/or DIP-chip	Y
MA0404.1_MA0404.1.TBS1	MA0404.1.TBS1	PBM, CSA and/or DIP-chip	Y
MA0405.1_MA0405.1.TEA1	MA0405.1.TEA1	PBM, CSA and/or DIP-chip	Y
MA0406.1_MA0406.1.TEC1	MA0406.1.TEC1	PBM, CSA and/or DIP-chip	Y
MA0407.1_MA0407.1.THI2	MA0407.1.THI2	COMPILED	Y
MA0408.1_MA0408.1.TOS8	MA0408.1.TOS8	PBM, CSA and/or DIP-chip	Y
MA0409.1_MA0409.1.TYE7	MA0409.1.TYE7	PBM, CSA and/or DIP-chip	Y
MA0410.1_MA0410.1.UGA3	MA0410.1.UGA3	PBM, CSA and/or DIP-chip	Y
MA0411.1_MA0411.1.UPC2	MA0411.1.UPC2	PBM, CSA and/or DIP-chip	Y
MA0413.1_MA0413.1.USV1	MA0413.1.USV1	PBM	Y
MA0414.1_MA0414.1.XBP1	MA0414.1.XBP1	PBM, CSA and/or DIP-chip	Y
MA0415.1_MA0415.1.YAP1	MA0415.1.YAP1	PBM	Y
MA0416.1_MA0416.1.YAP3	MA0416.1.YAP3	PBM, CSA and/or DIP-chip	Y
MA0417.1_MA0417.1.YAP5	MA0417.1.YAP5	ChIP-chip	Y
MA0418.1_MA0418.1.YAP6	MA0418.1.YAP6	PBM	Y
MA0419.1_MA0419.1.YAP7	MA0419.1.YAP7	COMPILED	Y
MA0420.1_MA0420.1.ERT1	MA0420.1.ERT1	PBM, CSA and/or DIP-chip	Y
MA0421.1_MA0421.1.NSI1	MA0421.1.NSI1	COMPILED	Y
MA0422.1_MA0422.1.URC2	MA0422.1.URC2	PBM, CSA and/or DIP-chip	Y
MA0423.1_MA0423.1.YER130C	MA0423.1.YER130C	PBM, CSA and/or DIP-chip	Y
MA0424.1_MA0424.1.YER184C	MA0424.1.YER184C	PBM, CSA and/or DIP-chip	Y
MA0425.1_MA0425.1.YGR067C	MA0425.1.YGR067C	PBM, CSA and/or DIP-chip	Y
