Motif	Factor	Evidence	Curated
MA0010.1_br	br	COMPILED	Y
MA0011.1_br(var.2)	br	COMPILED	Y
MA0012.1_br(var.3)	br	COMPILED	Y
MA0013.1_br(var.4)	br	COMPILED	Y
MA0015.1_Cf2	Cf2	SELEX	Y
MA0016.1_usp	usp	SELEX	Y
MA0022.1_dl	dl	SELEX	Y
MA0023.1_dl(var.2)	dl	SELEX	Y
MA0026.1_Eip74EF	Eip74EF	SELEX	Y
MA0049.1_hb	hb	COMPILED	Y
MA0085.1_Su(H)	Su	COMPILED	Y
MA0126.1_ovo	ovo	SELEX	Y
MA0165.1_Abd-B	Abd-B	bacterial 1-hybrid	Y
MA0166.1_Antp	Antp	bacterial 1-hybrid	Y
MA0167.1_Awh	Awh	bacterial 1-hybrid	Y
MA0168.1_B-H1	B-H1	bacterial 1-hybrid	Y
MA0169.1_B-H2	B-H2	bacterial 1-hybrid	Y
MA0170.1_C15	C15	bacterial 1-hybrid	Y
MA0171.1_CG11085	CG11085	bacterial 1-hybrid	Y
MA0172.1_CG11294	CG11294	bacterial 1-hybrid	Y
MA0173.1_CG11617	CG11617	bacterial 1-hybrid	Y
MA0174.1_Dbx	Dbx	bacterial 1-hybrid	Y
MA0175.1_lms	lms	bacterial 1-hybrid	Y
MA0176.1_CG15696-RA	CG15696-RA	bacterial 1-hybrid	Y
MA0177.1_CG18599	CG18599	bacterial 1-hybrid	Y
MA0178.1_CG32105	CG32105	bacterial 1-hybrid	Y
MA0179.1_CG32532	CG32532	bacterial 1-hybrid	Y
MA0180.1_Vsx2	Vsx2	bacterial 1-hybrid	Y
MA0181.1_Vsx1	Vsx1	bacterial 1-hybrid	Y
MA0182.1_CG4328-RA	CG4328-RA	bacterial 1-hybrid	Y
MA0183.1_HHEX	HHEX	bacterial 1-hybrid	Y
MA0184.1_CG9876	CG9876	bacterial 1-hybrid	Y
MA0185.1_Deaf1	Deaf1	DNaseI footprinting	Y
MA0186.1_Dfd	Dfd	bacterial 1-hybrid	Y
MA0187.1_Dll	Dll	bacterial 1-hybrid	Y
MA0188.1_Dr	Dr	bacterial 1-hybrid	Y
MA0189.1_E5	E5	bacterial 1-hybrid	Y
MA0190.1_Gsc	Gsc	bacterial 1-hybrid	Y
MA0191.1_HGTX	HGTX	bacterial 1-hybrid	Y
MA0192.1_Hmx	Hmx	bacterial 1-hybrid	Y
MA0193.1_schlank	schlank	bacterial 1-hybrid	Y
MA0194.1_Lim1	Lim1	bacterial 1-hybrid	Y
MA0195.1_Lim3	Lim3	bacterial 1-hybrid	Y
MA0196.1_NK7.1	NK7.1	bacterial 1-hybrid	Y
